timestamp,equity
2025-10-01 01:00:00+00:00,100000.0
2025-10-01 02:00:00+00:00,100000.0
2025-10-01 03:00:00+00:00,100000.0
2025-10-01 04:00:00+00:00,100000.0
2025-10-01 05:00:00+00:00,100000.0
2025-10-01 06:00:00+00:00,100000.0
2025-10-01 07:00:00+00:00,100000.0
2025-10-01 08:00:00+00:00,100000.0
2025-10-01 09:00:00+00:00,100000.0
2025-10-01 10:00:00+00:00,100000.0
2025-10-01 11:00:00+00:00,100000.0
2025-10-01 12:00:00+00:00,100000.0
2025-10-01 13:00:00+00:00,100000.0
2025-10-01 14:00:00+00:00,100000.0
2025-10-01 15:00:00+00:00,100000.0
2025-10-01 16:00:00+00:00,100000.0
2025-10-01 17:00:00+00:00,100000.0
2025-10-01 18:00:00+00:00,100000.0
2025-10-01 19:00:00+00:00,100000.0
2025-10-01 20:00:00+00:00,100000.0
2025-10-01 21:00:00+00:00,100000.0
2025-10-01 22:00:00+00:00,100000.0
2025-10-01 23:00:00+00:00,100000.0
2025-10-02 00:00:00+00:00,100000.0
2025-10-02 01:00:00+00:00,100000.0
2025-10-02 02:00:00+00:00,100000.0
2025-10-02 03:00:00+00:00,100000.0
2025-10-02 04:00:00+00:00,100000.0
2025-10-02 05:00:00+00:00,100000.0
2025-10-02 06:00:00+00:00,100000.0
2025-10-02 07:00:00+00:00,100000.0
2025-10-02 08:00:00+00:00,100000.0
2025-10-02 09:00:00+00:00,100000.0
2025-10-02 10:00:00+00:00,100000.0
2025-10-02 11:00:00+00:00,100000.0
2025-10-02 12:00:00+00:00,100000.0
2025-10-02 13:00:00+00:00,100000.0
2025-10-02 14:00:00+00:00,100000.0
2025-10-02 15:00:00+00:00,100000.0
2025-10-02 16:00:00+00:00,100000.0
2025-10-02 17:00:00+00:00,100000.0
2025-10-02 18:00:00+00:00,100000.0
2025-10-02 19:00:00+00:00,100000.0
2025-10-02 20:00:00+00:00,100000.0
2025-10-02 21:00:00+00:00,100000.0
2025-10-02 22:00:00+00:00,100000.0
2025-10-02 23:00:00+00:00,100000.0
2025-10-03 00:00:00+00:00,100000.0
2025-10-03 01:00:00+00:00,100000.0
2025-10-03 02:00:00+00:00,100000.0
2025-10-03 03:00:00+00:00,100000.0
2025-10-03 04:00:00+00:00,100000.0
2025-10-03 05:00:00+00:00,100000.0
2025-10-03 06:00:00+00:00,100000.0
2025-10-03 07:00:00+00:00,100000.0
2025-10-03 08:00:00+00:00,100000.0
2025-10-03 09:00:00+00:00,100030.00000000001
2025-10-03 10:00:00+00:00,100043.99999999997
2025-10-03 11:00:00+00:00,100096.0
2025-10-03 12:00:00+00:00,99982.00000000001
2025-10-03 13:00:00+00:00,100010.00000000001
2025-10-03 14:00:00+00:00,99955.99999999999
2025-10-03 15:00:00+00:00,99844.0
2025-10-03 16:00:00+00:00,99974.00000000001
2025-10-03 17:00:00+00:00,100098.00000000001
2025-10-03 18:00:00+00:00,100159.00000000001
2025-10-03 19:00:00+00:00,100185.00000000006
2025-10-03 20:00:00+00:00,100185.00000000006
2025-10-05 21:00:00+00:00,99873.00000000004
2025-10-05 22:00:00+00:00,99724.34391358211
2025-10-05 23:00:00+00:00,99701.3296666705
2025-10-06 00:00:00+00:00,99701.3296666705
2025-10-06 01:00:00+00:00,99701.3296666705
2025-10-06 02:00:00+00:00,99701.3296666705
2025-10-06 03:00:00+00:00,99701.3296666705
2025-10-06 04:00:00+00:00,99701.3296666705
2025-10-06 05:00:00+00:00,99701.3296666705
2025-10-06 06:00:00+00:00,99701.3296666705
2025-10-06 07:00:00+00:00,99701.3296666705
2025-10-06 08:00:00+00:00,99701.3296666705
2025-10-06 09:00:00+00:00,99715.51816667049
2025-10-06 10:00:00+00:00,99758.37256667048
