run_id,total_payout,largest_payout,num_payouts,first_payout_day,account_died,max_daily_loss,max_trailing_dd,payouts
1,0.0,0.0,0,,False,0.004925907799679992,0.010362177602420728,[]
2,3317.346239958716,2164.986957985672,2,20.0,False,0.008224380888564179,0.03687899762044677,"[{'day': 20, 'amount': 2164.986957985672}, {'day': 60, 'amount': 1152.3592819730445}]"
3,7739.67361115335,3652.121110131034,5,18.0,False,0.012099775750471432,0.03070352547095537,"[{'day': 18, 'amount': 3652.121110131034}, {'day': 20, 'amount': 734.3503972825288}, {'day': 100, 'amount': 1935.130679058893}, {'day': 120, 'amount': 690.1429137346204}, {'day': 140, 'amount': 727.928510946274}]"
4,35726.186676902646,5757.174323731978,12,20.0,False,0.00981108789332869,0.05070403398854034,"[{'day': 20, 'amount': 888.4916859381177}, {'day': 40, 'amount': 287.8082589409401}, {'day': 48, 'amount': 3962.229672139039}, {'day': 56, 'amount': 3701.6061758185892}, {'day': 60, 'amount': 2594.475511978885}, {'day': 79, 'amount': 4053.6404888392494}, {'day': 80, 'amount': 2081.2798416855308}, {'day': 100, 'amount': 2392.671130197287}, {'day': 114, 'amount': 4730.7184286407555}, {'day': 120, 'amount': 3253.1774868823486}, {'day': 135, 'amount': 5757.174323731978}, {'day': 140, 'amount': 2022.913672109929}]"
5,22133.03665891642,4449.509825907096,11,13.0,False,0.010828575974331556,0.04329850129063135,"[{'day': 13, 'amount': 3957.3963538613602}, {'day': 20, 'amount': 1423.5586335682892}, {'day': 40, 'amount': 3037.4619604019317}, {'day': 46, 'amount': 4449.509825907096}, {'day': 60, 'amount': 2781.1300131516805}, {'day': 80, 'amount': 778.1063370887699}, {'day': 100, 'amount': 1103.8366934473568}, {'day': 120, 'amount': 2327.653118088456}, {'day': 140, 'amount': 1641.6821393020246}, {'day': 160, 'amount': 101.63605669461539}, {'day': 180, 'amount': 531.0655274048374}]"
6,6149.525664526272,2388.1523872288276,6,60.0,False,0.012250868202866763,0.04327937330734581,"[{'day': 60, 'amount': 586.6387300012415}, {'day': 80, 'amount': 132.34853648278659}, {'day': 100, 'amount': 708.66351965489}, {'day': 120, 'amount': 1466.0129177258436}, {'day': 140, 'amount': 867.7095734326823}, {'day': 160, 'amount': 2388.1523872288276}]"
7,8428.038525618082,2135.102337251768,8,20.0,False,0.012407914771125197,0.03187527697954911,"[{'day': 20, 'amount': 838.7589568878291}, {'day': 60, 'amount': 1091.0965562807744}, {'day': 80, 'amount': 85.44583522333559}, {'day': 100, 'amount': 1185.2744581967809}, {'day': 120, 'amount': 939.0763017003686}, {'day': 140, 'amount': 793.9746984356971}, {'day': 160, 'amount': 1359.3093816415276}, {'day': 180, 'amount': 2135.102337251768}]"
8,474.04862038795835,474.04862038795835,1,20.0,True,0.010134988828574304,0.05007361943523905,"[{'day': 20, 'amount': 474.04862038795835}]"
9,15716.485879404121,3592.507493377676,6,13.0,True,0.019815842928860086,0.050829565609413194,"[{'day': 13, 'amount': 3592.507493377676}, {'day': 20, 'amount': 1970.8080107207481}, {'day': 40, 'amount': 3064.783932676799}, {'day': 60, 'amount': 3270.197898921791}, {'day': 80, 'amount': 3258.638815940483}, {'day': 100, 'amount': 559.5497277666246}]"
10,2458.398466295136,1969.8277209908176,2,20.0,True,0.012290921975911018,0.05064991128045089,"[{'day': 20, 'amount': 488.5707453043185}, {'day': 40, 'amount': 1969.8277209908176}]"
11,6879.594847734083,1632.3038541488975,8,20.0,False,0.01362773648492863,0.04427845662479058,"[{'day': 20, 'amount': 434.42709215120993}, {'day': 40, 'amount': 227.36785253410633}, {'day': 80, 'amount': 237.00171816862857}, {'day': 100, 'amount': 1144.1347143831545}, {'day': 120, 'amount': 1632.3038541488975}, {'day': 140, 'amount': 1553.4896128192718}, {'day': 160, 'amount': 447.44657370105705}, {'day': 180, 'amount': 1203.4234298277572}]"
12,18630.429165205664,3954.376887627244,9,20.0,False,0.015243514800424938,0.031973318668564156,"[{'day': 20, 'amount': 1717.923836602729}, {'day': 40, 'amount': 2865.669249858944}, {'day': 58, 'amount': 3954.376887627244}, {'day': 60, 'amount': 1394.6506440050478}, {'day': 100, 'amount': 370.6823812634582}, {'day': 120, 'amount': 901.9903027051724}, {'day': 140, 'amount': 1179.7453335579426}, {'day': 160, 'amount': 3179.0770524502586}, {'day': 180, 'amount': 3066.3134771348673}]"
13,17877.830506513994,3785.7169853183964,9,20.0,False,0.010748339285128302,0.03432054411363511,"[{'day': 20, 'amount': 1144.6685374357476}, {'day': 40, 'amount': 853.9404594826642}, {'day': 60, 'amount': 1174.890736877745}, {'day': 80, 'amount': 2991.51284450564}, {'day': 96, 'amount': 3785.7169853183964}, {'day': 100, 'amount': 2220.6026851440965}, {'day': 120, 'amount': 1763.589310253477}, {'day': 140, 'amount': 1331.7389765915095}, {'day': 160, 'amount': 2611.169970904717}]"
14,9974.088586556518,3267.448724451914,4,20.0,False,0.010784961635424388,0.043432556369584575,"[{'day': 20, 'amount': 2550.2370670655114}, {'day': 40, 'amount': 1937.5344613215054}, {'day': 60, 'amount': 3267.448724451914}, {'day': 180, 'amount': 2218.8683337175867}]"
15,14718.496246533787,4036.6330147182407,8,20.0,False,0.011159816106206963,0.03093703320310954,"[{'day': 20, 'amount': 2014.6494633986642}, {'day': 60, 'amount': 1420.2311821224152}, {'day': 100, 'amount': 1387.20370873528}, {'day': 120, 'amount': 1468.079514563852}, {'day': 137, 'amount': 4036.6330147182407}, {'day': 140, 'amount': 1169.282690952561}, {'day': 160, 'amount': 1164.7155977998902}, {'day': 180, 'amount': 2057.701074242883}]"
16,9875.202079986828,3591.9828432678432,7,20.0,False,0.011819296555405307,0.03360037842940266,"[{'day': 20, 'amount': 1175.9899496061814}, {'day': 36, 'amount': 3591.9828432678432}, {'day': 40, 'amount': 517.6975079283249}, {'day': 60, 'amount': 1648.5798954970567}, {'day': 80, 'amount': 110.87237333834928}, {'day': 100, 'amount': 2747.9209072158146}, {'day': 120, 'amount': 82.15860313325828}]"
17,1647.9777022135036,801.9552381311441,3,40.0,False,0.011333748991135102,0.03310267350909459,"[{'day': 40, 'amount': 801.9552381311441}, {'day': 60, 'amount': 756.2448381472204}, {'day': 80, 'amount': 89.77762593513907}]"
18,0.0,0.0,0,,False,0.009707070307916644,0.021121049757786732,[]
